"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.056212528E2,9.381934404E-1,-5.710594654E-1,-1.529193401E0
1.056262826E2,6.416809559E-1,-4.383058548E-1,-1.964309692E0
1.056313251E2,3.719651103E-1,-3.634362221E-1,-2.468050003E0
1.056363548E2,1.769272089E-1,-2.977175713E-1,-2.887604713E0
1.056413845E2,6.163299084E-3,-2.166705132E-1,-3.244880199E0
1.056464143E2,-2.195164561E-1,-1.629247665E-1,-3.631081104E0
1.056514440E2,-3.654384315E-1,-1.406106949E-1,-3.905375957E0
1.056564738E2,-4.437587857E-1,-8.458232880E-2,-4.056197643E0
1.056614766E2,-5.287944674E-1,1.004600525E-2,-4.268001556E0
1.056665064E2,-6.515977979E-1,8.114719391E-2,-4.449870110E0
1.056715361E2,-7.301752567E-1,1.170744896E-1,-4.429780006E0
1.056765658E2,-8.436040282E-1,1.369314194E-1,-4.370632172E0
1.056815955E2,-9.030780196E-1,1.907944679E-1,-4.164742947E0
1.056866253E2,-8.514804244E-1,3.263187408E-1,-3.869619846E0
1.056916664E2,-8.396826982E-1,4.062881470E-1,-3.573521614E0
1.056966962E2,-8.791831732E-1,4.661507607E-1,-3.149432659E0
1.057017258E2,-9.558281302E-1,5.530123711E-1,-2.692807674E0
1.057067556E2,-9.264439940E-1,6.374053955E-1,-2.217652321E0
1.057117854E2,-8.437073231E-1,6.828007698E-1,-1.788281918E0
1.057168151E2,-7.078759670E-1,6.598205566E-1,-1.444955826E0
1.057218416E2,-5.571545362E-1,6.254205704E-1,-1.086838722E0
1.057268714E2,-4.465150535E-1,5.932316780E-1,-8.475894928E-1
1.057319011E2,-2.609273195E-1,5.558991432E-1,-5.667028427E-1
1.057369308E2,6.592869759E-3,4.628515244E-1,-3.349828720E-1
1.057419605E2,2.914744616E-1,4.024410248E-1,-1.618432999E-1
1.057469903E2,5.386364460E-1,4.011569023E-1,-5.687618256E-2
1.057520166E2,6.334467530E-1,3.850626945E-1,-5.604553223E-2
1.057570463E2,6.620085239E-1,3.783745766E-1,-2.773952484E-2
1.057620761E2,6.266387105E-1,4.439711571E-1,-1.535892487E-2
1.057671058E2,5.583801270E-1,5.509376526E-1,-1.421451569E-2
1.057721355E2,5.214303732E-1,7.096261978E-1,-7.898330688E-3
1.057771653E2,4.270241857E-1,8.609504700E-1,-7.094573975E-2
1.057822032E2,2.944751382E-1,1.062623978E0,-1.172876358E-1
1.057872329E2,1.027532816E-1,1.284321308E0,-6.606101990E-2
1.057922627E2,-1.265538335E-1,1.509905815E0,8.229160309E-2
1.057972924E2,-3.864554167E-1,1.748940468E0,3.396301270E-1
1.058023221E2,-6.152049899E-1,1.958696365E0,6.219491959E-1
1.058073519E2,-8.635104299E-1,2.165563107E0,1.001010895E0
1.058124041E2,-9.881117344E-1,2.338040352E0,1.397969246E0
1.058174338E2,-1.101483464E0,2.495019436E0,1.836857796E0
1.058224636E2,-1.194124341E0,2.578505993E0,2.282035828E0
1.058274933E2,-1.239791393E0,2.628232479E0,2.724447250E0
1.058325230E2,-1.176410437E0,2.636055470E0,3.159818649E0
1.058375528E2,-1.059051037E0,2.632182121E0,3.648438454E0
1.058425427E2,-9.238948226E-1,2.600780487E0,3.975688934E0
1.058475725E2,-7.759845257E-1,2.564801693E0,4.142317772E0
1.058526022E2,-6.180477142E-1,2.506975651E0,4.089038849E0
1.058576319E2,-4.213368297E-1,2.458092213E0,3.845050812E0
1.058626617E2,-1.546500921E-1,2.426071644E0,3.405463219E0
1.058676914E2,9.625405073E-2,2.416325569E0,2.796521187E0
1.058727236E2,3.412738442E-1,2.405890465E0,2.139967918E0
1.058777533E2,4.395915866E-1,2.427222729E0,1.427988052E0
1.058827830E2,5.353640318E-1,2.467473507E0,7.579097748E-1
1.058878128E2,6.170085669E-1,2.504440308E0,1.933002472E-1
1.058928425E2,7.255431414E-1,2.489277363E0,-1.686992645E-1
1.058978723E2,8.419308662E-1,2.478085041E0,-4.653291702E-1
1.059029499E2,9.396349192E-1,2.361751556E0,-6.972222328E-1
1.059079795E2,1.076535940E0,2.204497814E0,-6.837878227E-1
1.059130093E2,1.235606790E0,2.023768902E0,-4.831409454E-1
1.059180390E2,1.368730307E0,1.760138512E0,-8.854389191E-2
1.059230687E2,1.468433857E0,1.323241711E0,3.918809891E-1
1.059280985E2,1.656810045E0,7.398219109E-1,9.986028671E-1
1.059331282E2,1.934389710E0,6.933450699E-2,1.781978607E0
1.059381213E2,2.224907875E0,-6.155557632E-1,2.587184906E0
1.059431510E2,2.459327698E0,-1.234686613E0,3.436412811E0
1.059481807E2,2.683095455E0,-1.730907202E0,4.189920425E0
1.059532105E2,3.009060383E0,-2.161348343E0,4.856027603E0
1.059582402E2,3.206022739E0,-2.549876928E0,5.598582268E0
1.059632700E2,3.281385899E0,-2.833950043E0,6.339531898E0
1.059682987E2,3.172425270E0,-3.114033937E0,6.950865746E0
1.059733283E2,2.981177330E0,-3.262519836E0,7.357054710E0
1.059783581E2,2.735288620E0,-3.328741789E0,7.578242302E0
1.059833878E2,2.342520714E0,-3.330567837E0,7.469354630E0
1.059884176E2,2.021907330E0,-3.227730274E0,6.866024017E0
1.059934473E2,1.792160630E0,-3.022262573E0,5.835673332E0
1.059984821E2,1.536705136E0,-2.825501442E0,4.593494415E0
1.060035118E2,1.313820839E0,-2.614457846E0,3.287323952E0
1.060085416E2,1.032774568E0,-2.426132202E0,2.002771378E0
1.060135714E2,7.680693865E-1,-2.239840984E0,7.749691010E-1
1.060186011E2,5.622352362E-1,-2.056378365E0,-4.710130692E-1
1.060236308E2,4.060460329E-1,-1.869399309E0,-1.800577164E0
1.060286828E2,2.479257584E-1,-1.734814644E0,-2.999238968E0
1.060337125E2,1.465022564E-1,-1.559508562E0,-4.140286922E0
1.060387423E2,-1.508831978E-2,-1.404230833E0,-5.018987656E0
1.060437720E2,-1.430369616E-1,-1.219964266E0,-5.899622917E0
1.060488018E2,-1.907764673E-1,-1.053552389E0,-6.517462730E0
1.060538315E2,-2.135115862E-1,-9.229555130E-1,-6.825717926E0
1.060588346E2,-1.163736582E-1,-7.559404373E-1,-6.966129303E0
1.060638643E2,9.072124958E-2,-6.173195839E-1,-7.058455944E0
1.060688941E2,3.172044754E-1,-5.520348549E-1,-6.885400772E0
1.060739238E2,4.266999960E-1,-5.290088654E-1,-6.432860851E0
1.060789536E2,3.998047113E-1,-5.943856239E-1,-5.621701241E0
1.060839833E2,4.175194502E-1,-5.239377022E-1,-4.738822937E0
1.060890265E2,3.760061264E-1,-4.741549492E-1,-3.927208900E0
1.060940562E2,2.487412691E-1,-4.102768898E-1,-3.140548229E0
1.060990860E2,3.592300415E-2,-3.426842690E-1,-2.378309250E0
1.061041157E2,-1.023541093E-1,-2.626881599E-1,-1.647051811E0
1.061091455E2,-2.788374424E-1,-2.213010788E-1,-8.601207733E-1
1.061141752E2,-4.698908329E-1,-2.218446732E-1,-8.636856079E-2
1.061191861E2,-6.572701931E-1,-1.770496368E-1,6.128282547E-1
1.061242158E2,-7.477222681E-1,-1.379938126E-1,1.292984962E0
1.061292455E2,-8.157154322E-1,-1.490311623E-1,1.899751663E0
1.061342753E2,-7.035411596E-1,-1.969013214E-1,2.361997604E0
1.061393050E2,-5.742586851E-1,-2.970323563E-1,2.838318825E0
1.061443348E2,-3.373144865E-1,-4.215898514E-1,3.125758171E0
1.061493766E2,-1.104511619E-1,-5.953125954E-1,3.224927902E0
1.061544064E2,1.062560081E-1,-7.494919300E-1,3.035879135E0
1.061594361E2,2.845134139E-1,-9.318377972E-1,2.379355431E0
1.061644658E2,3.774524331E-1,-1.024390459E0,1.607177734E0
1.061694956E2,3.330541849E-1,-1.100353479E0,6.973676682E-1
1.061745253E2,2.475602627E-1,-1.096343279E0,-1.184492111E-1
1.061795477E2,1.834259033E-1,-1.037670612E0,-8.768320084E-1
1.061845775E2,1.383881569E-1,-9.760885239E-1,-1.645316601E0
1.061896072E2,8.634966612E-2,-9.367551804E-1,-2.350313187E0
1.061946369E2,2.983546257E-2,-8.805835247E-1,-2.908557415E0
1.061996667E2,-9.662210941E-3,-8.139805794E-1,-3.473745346E0
1.062046964E2,-5.623418093E-2,-7.840406895E-1,-3.905082703E0
1.062097144E2,-4.118376970E-2,-7.993695736E-1,-4.193564415E0
1.062147442E2,-1.062710881E-1,-7.805604935E-1,-4.650549412E0
1.062197739E2,-3.420525789E-2,-6.919727325E-1,-5.048628330E0
1.062248036E2,1.734356284E-1,-6.263380051E-1,-5.175375938E0
1.062298334E2,2.576538920E-1,-6.003854275E-1,-5.425844669E0
1.062348631E2,2.910076380E-1,-5.467367172E-1,-5.536927223E0
1.062399011E2,3.219809532E-1,-4.702689648E-1,-5.504023552E0
1.062449308E2,3.697089553E-1,-3.736114502E-1,-5.372640610E0
1.062499605E2,3.671889901E-1,-2.998523712E-1,-5.164404869E0
1.062549903E2,3.622171283E-1,-2.064700127E-1,-4.706820488E0
1.062600200E2,3.663355708E-1,-1.586046219E-1,-4.114708424E0
1.062650498E2,3.810754418E-1,-1.710748672E-1,-3.500316620E0
1.062700757E2,4.418966174E-1,-1.250157356E-1,-2.844067574E0
1.062751055E2,4.645587802E-1,-1.385979652E-1,-2.214929104E0
1.062801352E2,4.868885279E-1,-1.453986168E-1,-1.533564568E0
1.062851650E2,4.055342674E-1,4.009675980E-2,-1.146410465E0
1.062901947E2,4.962944388E-1,1.443872452E-1,-7.203674316E-1
1.062952244E2,6.609761119E-1,2.029943466E-1,-2.792215347E-1
1.063002673E2,7.081175447E-1,2.345438004E-1,8.393287659E-2
1.063052970E2,7.048418522E-1,3.197684288E-1,4.532022476E-1
1.063103268E2,6.605469584E-1,4.054379463E-1,7.833528519E-1
1.063153566E2,6.277545094E-1,5.650820732E-1,1.029252052E0
1.063203863E2,5.921097994E-1,7.192745209E-1,1.174415588E0
1.063254160E2,5.318291187E-1,9.156298637E-1,1.176023483E0
1.063304327E2,4.469399452E-1,1.094691277E0,1.050820351E0
1.063354625E2,3.660076857E-1,1.218797684E0,8.322134018E-1
1.063404922E2,3.295797706E-1,1.327106953E0,5.175848007E-1
1.063455219E2,2.686229944E-1,1.406239510E0,9.464740753E-2
1.063505517E2,2.026888132E-1,1.608114243E0,-2.312459946E-1
1.063555814E2,1.434880495E-2,1.775563240E0,-5.826244354E-1
1.063606123E2,-2.071401775E-1,1.936205864E0,-9.265851974E-1
1.063656420E2,-3.516365886E-1,2.069790363E0,-1.170438290E0
1.063706718E2,-4.071190953E-1,2.191973686E0,-1.413028717E0
1.063757015E2,-5.192466974E-1,2.270167828E0,-1.468212605E0
1.063807313E2,-6.017037630E-1,2.307530403E0,-1.295920372E0
1.063857610E2,-6.592470407E-1,2.249311447E0,-9.587688446E-1
1.063907881E2,-7.115053535E-1,2.244155407E0,-4.642124176E-1
1.063958179E2,-7.538255453E-1,2.119542122E0,2.735519409E-2
1.064008476E2,-6.928879023E-1,1.984869480E0,7.555885315E-1
1.064058774E2,-5.867426991E-1,1.985311508E0,1.526815414E0
1.064109071E2,-5.891066790E-1,1.968689919E0,2.119132042E0
1.064159369E2,-5.555666685E-1,1.924026012E0,2.700890541E0
1.064209643E2,-5.142649412E-1,1.900038719E0,3.370912552E0
1.064259940E2,-5.777004957E-1,1.928895473E0,4.010071754E0
1.064310238E2,-6.263921857E-1,2.023708344E0,4.609386444E0
1.064360535E2,-6.945539713E-1,2.120689869E0,5.026064873E0
1.064410832E2,-6.848253012E-1,2.209480762E0,5.272674561E0
1.064461130E2,-6.006754041E-1,2.380753994E0,5.328040123E0
1.064511487E2,-5.745686293E-1,2.563136578E0,4.921834946E0
1.064561784E2,-6.827816367E-1,2.674450397E0,4.161570549E0
1.064612081E2,-8.691189885E-1,2.688051224E0,3.333843231E0
1.064662379E2,-1.056095839E0,2.649358273E0,2.688879013E0
1.064712676E2,-1.152407527E0,2.512375832E0,2.165769577E0
1.064762974E2,-1.135930181E0,2.458256245E0,1.849696159E0
1.064813314E2,-1.013630867E0,2.406370163E0,1.842860222E0
1.064863611E2,-8.957394361E-1,2.285048962E0,2.084996223E0
1.064913908E2,-6.295251250E-1,2.065617561E0,2.422707558E0
1.064964206E2,-3.666085005E-1,1.736098289E0,2.889457703E0
1.065014503E2,-1.482715160E-1,1.279261112E0,3.401673317E0
1.065064801E2,1.542367190E-1,7.564134598E-1,3.854561806E0
1.065115077E2,5.476235151E-1,2.100191116E-1,4.155240059E0
1.065165375E2,9.487211108E-1,-3.750646114E-1,4.297101974E0
1.065215672E2,1.318059683E0,-9.232683182E-1,4.386086464E0
1.065265970E2,1.601679564E0,-1.445206881E0,4.484900475E0
1.065316267E2,1.752362013E0,-1.800170422E0,4.533895493E0
1.065366564E2,1.799495578E0,-2.103663206E0,4.521355629E0
1.065417130E2,1.724331021E0,-2.306191683E0,4.636659622E0
1.065467427E2,1.476548791E0,-2.404024124E0,4.700627327E0
1.065517725E2,1.175308228E0,-2.419243336E0,4.756582260E0
1.065568022E2,8.273142576E-1,-2.374024391E0,4.728222847E0
1.065618319E2,4.223102331E-1,-2.338208675E0,4.575165749E0
1.065668617E2,1.509857178E-2,-2.342972279E0,4.323929787E0
1.065718520E2,-3.132083118E-1,-2.326294899E0,4.103955269E0
1.065768817E2,-6.304780245E-1,-2.324469566E0,3.719224930E0
1.065819115E2,-9.058489799E-1,-2.329936743E0,3.153064728E0
1.065869413E2,-1.139555931E0,-2.284760714E0,2.551452637E0
1.065919710E2,-1.358202100E0,-2.253338814E0,1.770807266E0
1.065970007E2,-1.551762104E0,-2.206630468E0,9.571876526E-1
1.066020432E2,-1.743401289E0,-2.156051636E0,9.365653992E-2
1.066070730E2,-1.863091707E0,-2.134398460E0,-6.118745804E-1
1.066121027E2,-2.090101480E0,-2.123995543E0,-1.382500648E0
1.066171325E2,-2.246860743E0,-2.107093811E0,-2.194675922E0
1.066221622E2,-2.371620655E0,-2.104256153E0,-2.902878761E0
1.066271920E2,-2.590940714E0,-2.009372950E0,-3.512442589E0
1.066322344E2,-2.768120766E0,-1.848207951E0,-4.031027794E0
1.066372642E2,-3.076988459E0,-1.627379417E0,-4.334660053E0
1.066422939E2,-2.966543198E0,-1.540202379E0,-5.151265621E0
1.066473237E2,-2.837084532E0,-1.287828684E0,-5.476480484E0
1.066523534E2,-2.974518299E0,-9.129815102E-1,-5.691652775E0
1.066573831E2,-3.099486828E0,-6.713976860E-1,-5.892879486E0
1.066623900E2,-3.011069536E0,-4.979519844E-1,-5.927296638E0
1.066674198E2,-2.886606932E0,-2.702040672E-1,-5.831215858E0
1.066724494E2,-2.756960392E0,-1.076283455E-1,-5.597760201E0
1.066774792E2,-2.677507877E0,3.989505768E-2,-5.100184441E0
1.066825089E2,-2.586980104E0,1.122875214E-1,-4.441514969E0
1.066875387E2,-2.378520250E0,1.566028595E-1,-3.779343605E0
1.066925644E2,-2.009800196E0,1.700992584E-1,-3.178022861E0
1.066975941E2,-1.665326476E0,1.236953735E-1,-2.608503819E0
1.067026239E2,-1.278187752E0,-3.807210922E-2,-2.027355671E0
1.067076536E2,-7.957915068E-1,-3.177495003E-1,-1.431987286E0
1.067126833E2,-3.327749968E-1,-6.320841312E-1,-7.454719543E-1
1.067177131E2,1.729448885E-1,-9.341044426E-1,-2.960395813E-2
1.067227505E2,6.757172942E-1,-1.224926949E0,6.731100082E-1
1.067277803E2,1.180549979E0,-1.522776365E0,1.224660873E0
1.067328100E2,1.726293802E0,-1.778633118E0,1.786123276E0
1.067378398E2,2.116925716E0,-1.912616730E0,2.252858162E0
1.067428695E2,2.426376343E0,-2.024017334E0,2.620657921E0
1.067478992E2,2.614166260E0,-2.001323462E0,2.928290367E0
1.067529333E2,2.684973240E0,-1.912727118E0,3.075771332E0
1.067579630E2,2.672715187E0,-1.874116182E0,2.979942322E0
1.067629928E2,2.580223560E0,-1.716019392E0,2.655615807E0
1.067680225E2,2.321935415E0,-1.488723040E0,2.040776253E0
1.067730523E2,1.941808701E0,-1.270221472E0,1.307537079E0
1.067780820E2,1.569180250E0,-1.030726910E0,4.818820953E-1
1.067831033E2,1.158839822E0,-8.123359680E-1,-2.379465103E-1
1.067881331E2,7.970588803E-1,-6.018569469E-1,-8.908977509E-1
1.067931628E2,4.574928582E-1,-4.123990536E-1,-1.568525314E0
1.067981926E2,6.609249115E-2,-2.838630676E-1,-2.146729946E0
1.068032223E2,-2.599692643E-1,-1.770539284E-1,-2.616442204E0
1.068082521E2,-5.281521082E-1,-6.732702255E-2,-3.057061672E0
1.068132800E2,-7.456567287E-1,-6.897544861E-2,-3.447357655E0
1.068183098E2,-8.937530518E-1,-6.644344330E-2,-3.739799023E0
1.068233395E2,-9.534010291E-1,-8.327817917E-2,-4.083030224E0
1.068283693E2,-9.893774390E-1,-1.142401695E-1,-4.388667583E0
1.068333990E2,-1.008596659E0,-1.468753815E-1,-4.640264034E0
1.068384287E2,-9.915760756E-1,-1.353921890E-1,-4.895498753E0
1.068434692E2,-9.861425161E-1,-1.966490746E-1,-5.113908768E0
1.068484989E2,-1.030240417E0,-2.010965347E-1,-5.226307869E0
1.068535287E2,-1.063636541E0,-1.796154976E-1,-5.213855267E0
1.068585584E2,-1.076337934E0,-1.371593475E-1,-5.047958374E0
1.068635881E2,-1.068581939E0,-9.791517258E-2,-4.687996387E0
1.068686179E2,-1.057351947E0,-5.746841431E-2,-4.375641346E0
1.068736408E2,-9.922415018E-1,-2.858781815E-2,-3.938191891E0
1.068786705E2,-9.330641627E-1,-2.134847641E-2,-3.461681366E0
1.068837003E2,-9.348182678E-1,6.535053253E-3,-2.972095013E0
1.068887300E2,-8.920383453E-1,5.417013168E-2,-2.428384781E0
1.068937598E2,-9.028295279E-1,1.708521843E-1,-1.823034286E0
1.068987895E2,-8.355543017E-1,2.025187016E-1,-1.225129604E0
1.069038199E2,-6.763122082E-1,2.151753902E-1,-6.700544357E-1
1.069088496E2,-4.755787253E-1,1.337661743E-1,-2.028303146E-1
1.069138793E2,-2.717049122E-1,1.707978249E-1,2.414560318E-1
1.069189091E2,-1.414573193E-1,2.391736507E-1,6.272878647E-1
1.069239388E2,-5.440449715E-2,2.619390488E-1,8.448810577E-1
1.069289685E2,7.078236341E-2,2.920470238E-1,9.206399918E-1
1.069339982E2,2.078300118E-1,3.871436119E-1,8.378715515E-1
1.069390302E2,3.905814886E-1,5.260031223E-1,7.066230774E-1
1.069440600E2,4.136252999E-1,6.307406425E-1,5.623235703E-1
1.069490898E2,3.614524007E-1,8.123188019E-1,4.237051010E-1
1.069541194E2,2.293332815E-1,1.013993740E0,4.052753448E-1
1.069591492E2,2.420842648E-2,1.229614496E0,4.442634583E-1
1.069641789E2,-1.124515533E-1,1.471311092E0,6.098747253E-1
1.069692269E2,-3.484833241E-1,1.820714951E0,7.463321686E-1
1.069742567E2,-2.900221944E-1,2.006924868E0,9.398374557E-1
1.069792864E2,-2.857072949E-1,1.935144663E0,1.525108337E0
1.069843162E2,-6.129729152E-1,1.984028578E0,1.896451950E0
1.069893459E2,-8.072801828E-1,2.083739281E0,2.245671272E0
1.069943756E2,-7.401729822E-1,2.209617853E0,2.582711220E0
1.069993923E2,-8.045963049E-1,2.284774542E0,2.907746315E0
1.070044220E2,-8.521226048E-1,2.380525827E0,3.156433105E0
1.070094518E2,-8.686048388E-1,2.462688446E0,3.341146469E0
1.070144815E2,-8.040550947E-1,2.520944595E0,3.385783195E0
1.070195113E2,-7.539533973E-1,2.540604115E0,3.297842979E0
1.070245410E2,-7.416738868E-1,2.583781719E0,3.113409996E0
1.070295796E2,-7.260568738E-1,2.614166260E0,2.832762718E0
1.070346094E2,-6.970853806E-1,2.694162846E0,2.434389114E0
1.070396391E2,-5.969057083E-1,2.843058586E0,2.061876297E0
1.070446689E2,-5.784854889E-1,2.965658665E0,1.626401901E0
1.070496986E2,-6.248972416E-1,3.081933498E0,1.225787163E0
1.070547283E2,-5.928865671E-1,3.257396221E0,8.117761612E-1
1.070597432E2,-4.752690792E-1,3.380729675E0,2.689743042E-1
1.070647730E2,-4.152214527E-1,3.391464233E0,-1.736431122E-1
1.070698027E2,-2.904601097E-1,3.339197159E0,-3.280181885E-1
1.070748325E2,3.720283508E-3,3.261360645E0,-5.086221695E-1
1.070798622E2,1.954514980E-1,3.079995632E0,-5.055351257E-1
1.070848919E2,3.734272718E-1,2.815667152E0,-2.299404144E-2
1.070899154E2,6.182221174E-1,2.464176655E0,6.439723969E-1
1.070949452E2,8.810987473E-1,1.947024822E0,1.365894318E0
1.070999749E2,1.162126899E0,1.201797962E0,2.135766029E0
1.071050046E2,1.607769728E0,2.546401024E-1,2.920254707E0
1.071100344E2,2.259289742E0,-6.734254360E-1,3.799101830E0
1.071150641E2,2.746656418E0,-1.438900232E0,4.758909225E0
1.071200990E2,3.285687208E0,-1.996647835E0,5.618918419E0
1.071251287E2,3.814658165E0,-2.411786079E0,6.330154419E0
1.071301585E2,4.128815174E0,-2.806385040E0,7.099398613E0
1.071351882E2,4.122733116E0,-3.065541029E0,7.712279320E0
1.071402179E2,3.949290991E0,-3.310822010E0,8.172177315E0
1.071452477E2,3.705315351E0,-3.412268877E0,8.494493484E0
1.071503006E2,3.420030594E0,-3.524252892E0,8.479135513E0
1.071553303E2,3.096927643E0,-3.541833878E0,8.000057220E0
1.071603601E2,2.690105200E0,-3.433592319E0,7.045794487E0
1.071653898E2,2.290901899E0,-3.268034458E0,5.791157722E0
1.071704195E2,1.928714871E0,-3.094124079E0,4.432106018E0
1.071754493E2,1.544190884E0,-2.888668299E0,3.104431152E0
1.071804539E2,1.025281549E0,-2.702772617E0,1.867243767E0
1.071854836E2,5.233823061E-1,-2.550057411E0,6.535310745E-1
1.071905133E2,3.866595030E-1,-2.270643711E0,-1.155016422E0
1.071955431E2,4.096814394E-1,-1.998730659E0,-2.563964367E0
1.072005728E2,2.908568382E-1,-1.825487375E0,-3.811728001E0
1.072056026E2,1.158308983E-2,-1.691768408E0,-4.954446793E0
1.072106292E2,-1.927444935E-1,-1.579116344E0,-5.909568787E0
1.072156589E2,-4.248377085E-1,-1.460024118E0,-6.666118622E0
1.072206887E2,-6.052774787E-1,-1.221024036E0,-7.146119595E0
1.072257184E2,-4.976431131E-1,-8.904113770E-1,-7.244984150E0
1.072307481E2,-2.648570538E-1,-6.020572186E-1,-7.484552383E0
1.072357779E2,9.701788425E-2,-3.792619705E-1,-7.589742661E0
1.072408136E2,3.565267324E-1,-2.142190933E-1,-7.635346413E0
1.072458433E2,3.964285851E-1,-1.501998901E-1,-7.502066612E0
1.072508730E2,2.665231228E-1,-1.443839073E-1,-6.816951752E0
1.072559028E2,2.261930704E-1,-1.613636017E-1,-5.797742367E0
1.072609325E2,2.158707380E-1,-2.614245415E-1,-4.690546513E0
1.072659623E2,1.196467876E-1,-2.610425949E-1,-3.681370735E0
1.072709823E2,1.459105015E-1,-2.384138107E-1,-2.769227982E0
1.072760120E2,2.137240171E-1,-3.214883804E-1,-1.721353054E0
1.072810418E2,2.057560682E-1,-5.067915916E-1,-6.495552063E-1
1.072860715E2,1.318773031E-1,-6.596240997E-1,4.183197021E-1
1.072911013E2,-9.719645977E-2,-6.716585159E-1,1.435380936E0
1.072961310E2,-1.780123711E-1,-7.885847092E-1,2.333059311E0
1.073011584E2,-1.054545641E-1,-8.423416615E-1,3.236649513E0
1.073061882E2,-4.731655121E-2,-8.777823448E-1,4.122900963E0
1.073112179E2,-8.606255054E-2,-9.491484165E-1,4.872959137E0
1.073162477E2,-1.196287870E-1,-9.644994736E-1,5.456506729E0
1.073212775E2,-1.565169096E-1,-1.011230469E0,5.790593147E0
1.073263071E2,-2.263008356E-1,-1.052578211E0,5.589108467E0
1.073313513E2,-9.891498089E-2,-1.052397966E0,4.718511581E0
1.073363810E2,7.796680927E-2,-1.083945513E0,3.504465103E0
1.073414107E2,6.915867329E-2,-1.111949921E0,2.173724174E0
1.073464405E2,-3.308236599E-2,-1.129797459E0,1.000683784E0
1.073514703E2,-9.928452969E-2,-1.080870390E0,-6.335639954E-2
1.073565000E2,-2.155650854E-1,-9.922633171E-1,-1.114925861E0
1.073615237E2,-3.531551361E-1,-9.078593254E-1,-2.094897747E0
1.073665535E2,-4.542449117E-1,-8.239834309E-1,-3.068559647E0
1.073715831E2,-5.470831394E-1,-7.007954121E-1,-3.876395226E0
1.073766129E2,-6.509817839E-1,-6.136031151E-1,-4.535944462E0
1.073816426E2,-7.277940512E-1,-5.758655071E-1,-5.157849312E0
1.073866724E2,-7.125615478E-1,-4.648718834E-1,-5.654029369E0
1.073917016E2,-5.889834166E-1,-3.995323181E-1,-6.115927219E0
1.073967313E2,-5.149834752E-1,-3.531432152E-1,-6.562939644E0
1.074017611E2,-5.033156276E-1,-3.227283955E-1,-6.885561943E0
1.074067908E2,-3.927853703E-1,-2.938277721E-1,-6.899912357E0
1.074118205E2,-1.770074368E-1,-2.328312397E-1,-6.862334728E0
1.074168503E2,-1.116347313E-1,-2.452464104E-1,-6.629312038E0
1.074218758E2,-7.948100567E-2,-2.665612698E-1,-6.143522263E0
1.074269056E2,-1.049501896E-1,-2.855305672E-1,-5.557946205E0
1.074319353E2,-3.801345825E-2,-2.815177441E-1,-4.814713955E0
1.074369651E2,5.109715462E-2,-2.292807102E-1,-4.073690414E0
1.074419948E2,1.141451597E-1,-2.539372444E-1,-3.399092674E0
1.074470245E2,2.513723373E-1,-2.584273815E-1,-2.740015030E0
1.074520587E2,3.548645973E-1,-2.865905762E-1,-2.084102631E0
1.074570884E2,4.723221064E-1,-2.820661068E-1,-1.497824669E0
1.074621182E2,5.961256027E-1,-2.338612080E-1,-9.567117691E-1
1.074671480E2,6.875922680E-1,-9.684133530E-2,-5.969362259E-1
1.074721777E2,7.209653854E-1,4.679512978E-2,-3.558254242E-1
1.074772074E2,6.988862753E-1,1.992988586E-1,-8.009910583E-2
1.074822627E2,7.362562418E-1,3.556213379E-1,1.178398132E-1
1.074872924E2,7.583739758E-1,4.986717701E-1,2.598009109E-1
1.074923221E2,7.725701928E-1,6.643433571E-1,2.931909561E-1
1.074973519E2,8.003112078E-1,7.809545994E-1,3.209629059E-1
1.075023816E2,6.694085002E-1,9.849750996E-1,3.215599060E-1
1.075074114E2,4.632625580E-1,1.420723915E0,-6.897544861E-2
1.075124110E2,5.680950284E-1,1.562595606E0,-1.903724670E-1
1.075174407E2,5.887196660E-1,1.621950388E0,-3.039455414E-1
1.075224705E2,5.228936076E-1,1.755183697E0,-3.550205231E-1
1.075275002E2,4.019556642E-1,1.969731569E0,-3.581991196E-1
1.075325299E2,2.380709052E-1,2.096127987E0,-2.611427307E-1
1.075375596E2,8.611643314E-2,2.257004023E0,-1.503086090E-1
1.075425952E2,-7.301712036E-2,2.352175951E0,1.368160248E-1
1.075476250E2,-1.913574338E-1,2.482164860E0,5.449895859E-1
1.075526546E2,-3.888881803E-1,2.565609694E0,8.826770782E-1
1.075576844E2,-6.080201864E-1,2.621653557E0,1.269606590E0
1.075627141E2,-7.699123025E-1,2.678757668E0,1.775236130E0
1.075677439E2,-8.726176620E-1,2.695827007E0,2.179525375E0
1.075727599E2,-9.783523083E-1,2.710494280E0,2.604919434E0
1.075777896E2,-1.151614547E0,2.681643486E0,2.986981392E0
1.075828194E2,-1.396713734E0,2.704253197E0,3.333249092E0
1.075878492E2,-1.582135201E0,2.714993000E0,3.541370392E0
1.075928789E2,-1.734151602E0,2.746984005E0,3.647566795E0
1.075979086E2,-1.931058407E0,2.744828224E0,3.731019974E0
1.076029466E2,-2.040725708E0,2.774898052E0,3.880540848E0
1.076079764E2,-2.159326792E0,2.793529034E0,3.938440323E0
1.076130061E2,-2.265422106E0,2.819557667E0,3.859551430E0
