"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.432445331E2,-7.224602103E-1,1.929007292E0,-1.230085373E0
2.432495836E2,-5.807616711E-1,2.011160851E0,-1.319764137E0
2.432546124E2,-4.492575526E-1,2.022655010E0,-1.468084812E0
2.432596411E2,-2.558046579E-1,1.876556396E0,-1.510683060E0
2.432646698E2,-1.463321447E-1,1.803863525E0,-1.309526920E0
2.432696985E2,-2.075088024E-1,1.680913448E0,-1.142811298E0
2.432747273E2,-2.781803608E-1,1.731398582E0,-5.876989365E-1
2.432797328E2,-2.527649403E-1,1.816583633E0,1.538944244E-2
2.432847615E2,-1.669179201E-1,1.894874573E0,9.466590881E-1
2.432897903E2,-1.858037710E-1,2.044002056E0,1.993353844E0
2.432948190E2,-1.709759235E-1,2.219096661E0,3.278239250E0
2.432998477E2,-9.194946289E-2,2.403541088E0,4.352372169E0
2.433048765E2,1.089022160E-1,2.549722672E0,5.195438385E0
2.433099032E2,2.905969620E-1,2.674714565E0,6.186655045E0
2.433149319E2,3.303291798E-1,2.768919945E0,6.872483253E0
2.433199607E2,4.167406559E-1,2.885251999E0,7.369183540E0
2.433249894E2,5.183606148E-1,3.098220825E0,7.515246391E0
2.433300181E2,5.023925304E-1,3.386247158E0,7.366311073E0
2.433350469E2,5.447770357E-1,3.653714180E0,6.865493774E0
2.433400813E2,6.765928268E-1,3.891873360E0,5.780874252E0
2.433451100E2,9.348558187E-1,4.220167637E0,4.403964996E0
2.433501388E2,1.249068975E0,4.478725910E0,3.066167831E0
2.433551675E2,1.421386838E0,4.558993340E0,1.897127151E0
2.433601962E2,1.620071650E0,4.514372349E0,1.232445717E0
2.433652250E2,2.015166044E0,4.124396324E0,7.379369736E-1
2.433702429E2,2.583313942E0,3.678076267E0,5.703573227E-1
2.433752717E2,3.207418442E0,3.219539642E0,7.693586349E-1
2.433803004E2,3.801011562E0,2.627471924E0,1.195393562E0
2.433853291E2,4.400028229E0,1.768430233E0,1.898240089E0
2.433903579E2,5.042428970E0,5.114178658E-1,2.769871712E0
2.433953866E2,5.854939461E0,-1.093946695E0,3.746119499E0
2.434004253E2,6.630467892E0,-2.654752731E0,4.782349586E0
2.434054540E2,7.448901176E0,-4.031095505E0,5.770032883E0
2.434104828E2,7.991133213E0,-5.059348106E0,6.646034241E0
2.434155115E2,8.057291985E0,-5.652380466E0,7.584094048E0
2.434205402E2,7.748332500E0,-5.981389523E0,8.413246155E0
2.434255690E2,7.161763668E0,-5.975266933E0,8.950711250E0
2.434305948E2,6.341311932E0,-5.691695690E0,9.114410400E0
2.434356235E2,5.478811264E0,-5.198688984E0,8.776278496E0
2.434406523E2,4.528585911E0,-4.635329723E0,7.892019272E0
2.434456810E2,3.742574453E0,-3.959678650E0,6.404691696E0
2.434507097E2,3.130391121E0,-3.243896484E0,4.517508507E0
2.434557385E2,2.473007202E0,-2.633573055E0,2.511898041E0
2.434607887E2,1.721302152E0,-2.140309334E0,5.781202316E-1
2.434658174E2,9.337683916E-1,-1.629107475E0,-1.144369602E0
2.434708462E2,1.350064278E-1,-1.207737923E0,-2.743148804E0
2.434758749E2,-6.501839161E-1,-7.803215981E-1,-4.088141441E0
2.434809036E2,-1.124453068E0,-3.812372684E-1,-5.159064293E0
2.434859324E2,-1.508141756E0,-6.440687180E-2,-5.916218758E0
2.434909366E2,-1.707453728E0,1.231746674E-1,-6.422772408E0
2.434959654E2,-1.832582235E0,1.984319687E-1,-6.664780617E0
2.435009941E2,-1.874546051E0,2.097978592E-1,-6.771930695E0
2.435060228E2,-1.869318128E0,1.884136200E-1,-6.655870438E0
2.435110516E2,-1.733705997E0,2.175879478E-1,-6.438562393E0
2.435160803E2,-1.546988130E0,2.418370247E-1,-6.064853191E0
2.435211054E2,-1.345084906E0,3.203492165E-1,-5.584833145E0
2.435261342E2,-1.161831617E0,3.998413086E-1,-5.141779900E0
2.435311629E2,-1.136183500E0,4.533462524E-1,-4.696945190E0
2.435361916E2,-1.086261034E0,4.132375717E-1,-4.123111248E0
2.435412204E2,-1.036045551E0,2.406272888E-1,-3.520511150E0
2.435462491E2,-9.020001292E-1,-4.600334167E-2,-2.778639793E0
2.435512899E2,-5.722287893E-1,-2.608616352E-1,-2.064570427E0
2.435563186E2,-3.002321720E-1,-4.296362400E-1,-1.377550125E0
2.435613474E2,-1.525788307E-1,-5.344920158E-1,-5.998287201E-1
2.435663761E2,-1.604324579E-1,-5.986564159E-1,1.184768677E-1
2.435714048E2,-2.162604332E-1,-6.380925179E-1,7.757253647E-1
2.435764336E2,-1.484107971E-1,-7.860560417E-1,1.403841019E0
2.435814544E2,-4.425990582E-2,-9.220309258E-1,1.764408112E0
2.435864832E2,4.546105862E-2,-1.056537867E0,1.798326492E0
2.435915119E2,2.432723045E-1,-1.216456890E0,1.482149124E0
2.435965406E2,3.773497343E-1,-1.363254547E0,9.309101105E-1
2.436015694E2,3.885340691E-1,-1.577762365E0,1.613149643E-1
2.436065981E2,3.536111116E-1,-1.751269102E0,-6.927824020E-1
2.436116175E2,3.899453878E-1,-1.891790628E0,-1.706092358E0
2.436166462E2,4.955781698E-1,-2.096385479E0,-2.670776367E0
2.436216750E2,5.202094316E-1,-2.248808622E0,-3.544443607E0
2.436267037E2,4.306299686E-1,-2.347605705E0,-4.437912464E0
2.436317324E2,3.489074707E-1,-2.439371586E0,-5.255990028E0
2.436367612E2,2.751265764E-1,-2.455776691E0,-6.052001953E0
2.436417984E2,2.843722105E-1,-2.412392616E0,-6.735790253E0
2.436468271E2,2.018858194E-1,-2.281630754E0,-7.310498238E0
2.436518559E2,3.050827980E-2,-2.201863289E0,-7.726328373E0
2.436568847E2,-1.144524813E-1,-2.052427053E0,-8.046202660E0
2.436619134E2,-2.515996695E-1,-1.895306587E0,-8.327915192E0
2.436669421E2,-4.309178591E-1,-1.692145348E0,-8.389771461E0
2.436719682E2,-6.619434357E-1,-1.435605526E0,-8.263223648E0
2.436769969E2,-8.994379640E-1,-1.128046274E0,-7.893441200E0
2.436820257E2,-1.148751378E0,-7.966043949E-1,-7.313745499E0
2.436870544E2,-1.226170778E0,-5.114881992E-1,-6.660282612E0
2.436920831E2,-1.249130726E0,-2.328889370E-1,-5.827424526E0
2.436971119E2,-1.340210915E0,-4.333591461E-2,-4.896100044E0
2.437021396E2,-1.475950956E0,9.415054321E-2,-3.975761414E0
2.437071683E2,-1.479612827E0,3.027303219E-1,-3.099262714E0
2.437121971E2,-1.480755925E0,5.569748878E-1,-2.253964424E0
2.437172258E2,-1.567373037E0,7.550692558E-1,-1.527916908E0
2.437222546E2,-1.633028984E0,9.462656975E-1,-5.785722733E-1
2.437272833E2,-1.589059830E0,1.143966198E0,5.415191650E-1
2.437323133E2,-1.402892590E0,1.327547789E0,1.689300537E0
2.437373421E2,-1.063199282E0,1.413822412E0,2.745934486E0
2.437423708E2,-6.285624504E-1,1.456442356E0,3.640509605E0
2.437473995E2,-1.916901469E-1,1.469262838E0,4.139232635E0
2.437524282E2,1.746839285E-1,1.569818497E0,4.063228607E0
2.437574570E2,3.726469278E-1,1.696806192E0,3.695187569E0
2.437625119E2,2.927522659E-1,1.937791348E0,3.147376060E0
2.437675406E2,4.969215393E-2,2.329692841E0,2.315766335E0
2.437725694E2,-7.853728533E-2,2.580890656E0,1.608613014E0
2.437775981E2,-2.692902088E-1,2.784902096E0,9.146442413E-1
2.437826269E2,-4.808776975E-1,3.006941795E0,1.127271652E-1
2.437876556E2,-5.637944937E-1,3.283410549E0,-2.626581192E-1
2.437926600E2,-6.522336006E-1,3.420295715E0,-5.218629837E-1
2.437976888E2,-5.967500210E-1,3.462252617E0,-4.721698761E-1
2.438027175E2,-5.503673553E-1,3.531471729E0,-7.824707031E-2
2.438077462E2,-4.820658863E-1,3.540845394E0,4.995679855E-1
2.438127750E2,-5.205875635E-1,3.551001549E0,1.077548027E0
2.438178037E2,-6.837745309E-1,3.646159649E0,1.886192322E0
2.438228394E2,-8.845038414E-1,3.781071186E0,2.928559303E0
2.438278682E2,-1.192696095E0,3.867334843E0,4.198330879E0
2.438328969E2,-1.604264736E0,3.957503796E0,5.270665169E0
2.438379256E2,-1.914153099E0,4.085323811E0,6.072731018E0
2.438429544E2,-2.060837984E0,4.213437080E0,6.806550026E0
2.438479831E2,-2.033981562E0,4.292643070E0,7.295895576E0
2.438530010E2,-1.815430641E0,4.250648975E0,7.467222214E0
2.438580298E2,-1.568963289E0,3.927537441E0,7.555337906E0
2.438630585E2,-1.386454344E0,3.505663395E0,7.115327835E0
2.438680873E2,-1.195894003E0,3.257934093E0,6.230425835E0
2.438731160E2,-9.300119281E-1,3.174992561E0,5.318508148E0
2.438781447E2,-6.549319625E-1,3.029584885E0,4.392613411E0
2.438831739E2,-4.703215659E-1,2.751675129E0,3.743762016E0
2.438882027E2,-3.812372684E-2,2.283471584E0,3.418481827E0
2.438932314E2,7.436367869E-1,1.358356953E0,3.568957329E0
2.438982601E2,1.756675124E0,5.354881287E-3,3.886111259E0
2.439032889E2,2.931881428E0,-1.421534538E0,4.209721565E0
2.439083176E2,4.078657627E0,-2.641177177E0,4.557112694E0
2.439133474E2,4.985183716E0,-3.633707285E0,4.950431824E0
2.439183761E2,5.599885464E0,-4.285954952E0,5.263463020E0
2.439234049E2,5.856782436E0,-4.652472973E0,5.520918846E0
2.439284336E2,5.522468567E0,-4.632177830E0,5.735470772E0
2.439334623E2,4.827224731E0,-4.571520329E0,5.948525429E0
2.439384911E2,3.897312641E0,-4.168112278E0,5.966997147E0
2.439435125E2,2.896846771E0,-3.552659273E0,5.729490280E0
2.439485412E2,1.880516529E0,-2.992050171E0,5.153086662E0
2.439535700E2,8.745998144E-1,-2.447851419E0,4.439138412E0
2.439585987E2,-4.741078615E-2,-1.938905478E0,3.580563545E0
2.439636274E2,-8.482484818E-1,-1.523873568E0,2.505330086E0
2.439686562E2,-1.420493364E0,-1.237246275E0,1.347120285E0
2.439736958E2,-2.051347733E0,-1.039133787E0,1.221170425E-1
2.439787246E2,-2.579963923E0,-9.417982101E-1,-1.122706413E0
2.439837533E2,-2.972415924E0,-8.981339931E-1,-2.266068459E0
2.439887820E2,-3.321551085E0,-9.229600430E-1,-3.301872730E0
2.439938107E2,-3.593087435E0,-9.284145832E-1,-4.202420712E0
2.439988395E2,-3.795534372E0,-9.231224060E-1,-4.844046116E0
2.440038730E2,-3.887754202E0,-8.732135296E-1,-5.105298042E0
2.440089017E2,-3.889438152E0,-8.887257576E-1,-5.020161629E0
2.440139305E2,-3.664131403E0,-9.151544571E-1,-4.727537632E0
2.440189592E2,-3.327533722E0,-8.888721466E-1,-4.320453644E0
2.440239879E2,-3.036017656E0,-9.949648380E-1,-4.030666828E0
2.440290167E2,-2.725386620E0,-1.068649054E0,-3.776402950E0
2.440340298E2,-2.388581753E0,-1.084281206E0,-3.504642010E0
2.440390585E2,-2.102312565E0,-1.063649416E0,-3.153076172E0
2.440440873E2,-1.844733357E0,-9.524781704E-1,-2.814764977E0
2.440491160E2,-1.673431635E0,-7.324044704E-1,-2.321872234E0
2.440541447E2,-1.614792466E0,-5.122318268E-1,-1.788945675E0
2.440591735E2,-1.590608239E0,-3.310310841E-1,-1.299365997E0
2.440642133E2,-1.484410048E0,-1.726989746E-1,-8.934106827E-1
2.440692420E2,-1.201261282E0,-9.319353104E-2,-5.753173828E-1
2.440742708E2,-9.525792003E-1,-5.211162567E-2,-4.309406281E-1
2.440792995E2,-5.828951597E-1,-6.385970116E-2,-4.409046173E-1
2.440843282E2,-1.474733055E-1,-1.015703678E-1,-4.832286835E-1
2.440893570E2,2.580378056E-1,-1.722164154E-1,-5.938520432E-1
2.440943984E2,6.075054407E-1,-3.118019104E-1,-7.774209976E-1
2.440994272E2,1.035437822E0,-5.343441963E-1,-9.789505005E-1
2.441044559E2,1.451411366E0,-7.582733631E-1,-1.141078949E0
2.441094847E2,1.810480237E0,-1.026776075E0,-1.263830185E0
2.441145134E2,2.065112114E0,-1.296859503E0,-1.392670155E0
2.441195421E2,2.294647694E0,-1.461049080E0,-1.498816013E0
2.441245577E2,2.508694887E0,-1.571966171E0,-1.701985359E0
2.441295864E2,2.688129902E0,-1.655796766E0,-1.815522671E0
2.441346152E2,2.727768421E0,-1.734403133E0,-1.973396778E0
2.441396439E2,2.637329340E0,-1.857941389E0,-2.189938545E0
2.441446726E2,2.488590240E0,-1.825401068E0,-2.445911407E0
2.441497014E2,2.253004313E0,-1.670341969E0,-2.762851238E0
2.441547209E2,2.000231266E0,-1.519256592E0,-3.155237198E0
2.441597497E2,1.720789552E0,-1.342905521E0,-3.489212513E0
2.441647784E2,1.422180653E0,-1.116983652E0,-3.784182549E0
2.441698072E2,1.116489291E0,-9.130413532E-1,-3.978117466E0
2.441748359E2,6.915047765E-1,-6.901855469E-1,-4.181300640E0
2.441798646E2,2.647031546E-1,-5.079429150E-1,-4.293375492E0
2.441849000E2,-8.038258553E-2,-2.802650928E-1,-4.400511742E0
2.441899287E2,-3.891215324E-1,-1.651251316E-1,-4.543402672E0
2.441949575E2,-6.854270697E-1,-9.029817581E-2,-4.624052048E0
2.441999862E2,-9.497836828E-1,-7.253217697E-2,-4.640165806E0
2.442050149E2,-1.141636372E0,-2.319312096E-2,-4.668401241E0
2.442100437E2,-1.251241565E0,5.317854881E-2,-4.658658504E0
2.442150837E2,-1.372254133E0,1.036736965E-1,-4.589326382E0
2.442201125E2,-1.537511468E0,1.926369667E-1,-4.486756325E0
2.442251412E2,-1.613161564E0,2.841131687E-1,-4.291151524E0
2.442301699E2,-1.678480148E0,3.347108364E-1,-4.157985210E0
2.442351987E2,-1.802844286E0,3.560993671E-1,-4.075072289E0
2.442402274E2,-1.787667036E0,3.961367607E-1,-3.905960083E0
2.442452434E2,-1.688391447E0,4.115033150E-1,-3.779824734E0
2.442502721E2,-1.586355329E0,3.615891933E-1,-3.746883392E0
2.442553009E2,-1.514638662E0,3.588953018E-1,-3.689831734E0
2.442603296E2,-1.437157154E0,3.654482365E-1,-3.549070835E0
2.442653583E2,-1.251235366E0,3.838193417E-1,-3.372619629E0
2.442703871E2,-1.074141979E0,5.077342987E-1,-3.163124561E0
2.442754185E2,-9.032953978E-1,6.844542027E-1,-2.875211716E0
2.442804473E2,-8.443278074E-1,8.735778332E-1,-2.528221607E0
2.442854760E2,-7.754791975E-1,1.125421047E0,-2.270552635E0
2.442905047E2,-6.755654812E-1,1.452359438E0,-2.011350155E0
2.442955335E2,-6.188744903E-1,1.694567680E0,-1.738896847E0
2.443005622E2,-6.006854773E-1,1.953042269E0,-1.357672691E0
2.443055907E2,-4.249888659E-1,2.182780981E0,-9.995808601E-1
2.443106194E2,-2.020753622E-1,2.341024637E0,-7.053737640E-1
2.443156481E2,8.515024185E-2,2.418771029E0,-3.292961121E-1
2.443206769E2,4.033074379E-1,2.371054411E0,1.714267731E-1
2.443257056E2,7.194091082E-1,2.336622000E0,9.090957642E-1
2.443307343E2,9.092569351E-1,2.340927124E0,1.807215691E0
2.443357543E2,1.106390476E0,2.469056129E0,2.746508598E0
2.443407831E2,1.417952299E0,2.602580070E0,3.717898369E0
2.443458118E2,1.630636573E0,2.696778059E0,4.573761940E0
2.443508405E2,1.723120928E0,2.838805914E0,5.446416855E0
2.443558693E2,1.652099967E0,2.985897303E0,6.253015518E0
2.443608980E2,1.486258626E0,3.155724049E0,6.913041115E0
2.443659419E2,1.348958015E0,3.428154230E0,7.293488503E0
2.443709707E2,1.187382221E0,3.825756311E0,7.330667496E0
2.443759994E2,9.462211132E-1,4.299942017E0,6.999032021E0
2.443810282E2,7.498401403E-1,4.743311882E0,6.153058052E0
2.443860569E2,6.775584221E-1,5.014109612E0,4.979289055E0
2.443910856E2,8.040951490E-1,5.206086636E0,3.649242401E0
2.443960999E2,1.003582835E0,5.059594154E0,2.391148567E0
2.444011286E2,1.389559746E0,4.659394264E0,1.495261192E0
2.444061573E2,1.955226541E0,4.269068718E0,9.718132019E-1
2.444111861E2,2.866388559E0,3.615591049E0,8.669586182E-1
2.444162148E2,3.613984585E0,2.831636429E0,1.423573494E0
2.444212435E2,3.771991014E0,2.153586388E0,1.894657135E0
2.444262936E2,3.885380745E0,1.704345703E0,2.414036751E0
2.444313223E2,4.132336617E0,1.217042446E0,2.861660957E0
2.444363510E2,4.600424767E0,2.571654320E-1,3.373794556E0
2.444413797E2,5.273460388E0,-1.113560200E0,4.063197136E0
2.444464085E2,5.918074608E0,-2.406507492E0,4.691262245E0
2.444514372E2,6.406983376E0,-3.454496384E0,5.426361084E0
2.444564606E2,6.607185364E0,-4.203433990E0,6.228878975E0
2.444614893E2,6.627071381E0,-4.632392406E0,6.996903419E0
2.444665180E2,6.564872742E0,-4.864093781E0,7.698104858E0
2.444715468E2,6.305311680E0,-4.975621223E0,8.216506958E0
2.444765755E2,5.874322891E0,-4.971629143E0,8.428858757E0
2.444816042E2,5.328428745E0,-4.903785229E0,8.357776642E0
2.444866387E2,4.594746113E0,-4.717550755E0,7.917892456E0
2.444916674E2,3.813948154E0,-4.352838039E0,7.045047760E0
2.444966962E2,3.000338316E0,-3.849430561E0,5.870961189E0
2.445017249E2,2.029787302E0,-3.232115269E0,4.629763603E0
2.445067536E2,1.045889616E0,-2.609228134E0,3.323255539E0
2.445117824E2,1.056077480E-1,-2.026801109E0,1.955709457E0
2.445168005E2,-6.455593109E-1,-1.544939518E0,5.886726379E-1
2.445218292E2,-1.236284137E0,-1.190556288E0,-7.762231827E-1
2.445268579E2,-1.627904415E0,-8.302757740E-1,-2.166155338E0
2.445318867E2,-1.915289283E0,-2.300467491E-1,-3.481781483E0
2.445369154E2,-2.197942972E0,7.043838501E-2,-4.267139435E0
2.445419441E2,-2.427534342E0,4.599094391E-3,-4.826936722E0
2.445469630E2,-2.477752209E0,5.399465561E-2,-5.419889927E0
2.445519917E2,-2.443774700E0,2.234964371E-1,-5.799861908E0
2.445570205E2,-2.414695978E0,3.149967194E-1,-5.993639469E0
2.445620492E2,-2.247533083E0,3.410410881E-1,-6.082904816E0
2.445670779E2,-1.866072536E0,2.662363052E-1,-6.099044800E0
2.445721067E2,-1.452209592E0,2.296061516E-1,-5.776677608E0
2.445771393E2,-1.068238139E0,1.468462944E-1,-5.182925701E0
2.445821681E2,-7.983713150E-1,5.285215378E-2,-4.422744751E0
2.445871968E2,-5.785197020E-1,-6.067371368E-2,-3.591317177E0
2.445922255E2,-3.781126738E-1,-2.044286728E-1,-2.874636173E0
2.445972543E2,-2.260693312E-1,-3.362197876E-1,-2.202678680E0
2.446022830E2,-1.224511862E-1,-4.712178707E-1,-1.563016891E0
2.446073141E2,-6.702589989E-2,-6.125018597E-1,-1.046247005E0
2.446123429E2,-8.589029312E-2,-7.032191753E-1,-4.701604843E-1
2.446173716E2,-7.834923267E-2,-7.852320671E-1,8.906078339E-2
2.446224003E2,-7.087969780E-2,-9.097738266E-1,6.629705429E-1
2.446274291E2,-5.408465862E-2,-9.868903160E-1,1.175423622E0
2.446324578E2,-6.648850441E-2,-9.890174866E-1,1.605427742E0
2.446374910E2,-1.414824724E-1,-9.436151981E-1,1.891250610E0
2.446425198E2,-2.457789183E-1,-9.451639652E-1,2.083783150E0
2.446475485E2,-3.605097532E-1,-9.800834656E-1,2.118908882E0
2.446525772E2,-4.334394932E-1,-9.743812084E-1,1.803175926E0
2.446576060E2,-4.577075243E-1,-9.973585606E-1,1.206396103E0
2.446626347E2,-5.770999193E-1,-1.055354595E0,4.841556549E-1
2.446676824E2,-7.125749588E-1,-1.169109583E0,-4.234790802E-1
2.446727111E2,-8.590840101E-1,-1.239214182E0,-1.413927555E0
2.446777399E2,-9.707144499E-1,-1.297797441E0,-2.348966122E0
2.446827686E2,-1.008628607E0,-1.317279100E0,-3.147952080E0
2.446877973E2,-1.171429873E0,-1.365897179E0,-3.976637840E0
2.446928261E2,-1.276676178E0,-1.382982016E0,-4.703838825E0
2.446978265E2,-1.379083633E0,-1.386666775E0,-5.311075211E0
2.447028553E2,-1.459697604E0,-1.376289129E0,-5.899254799E0
2.447078840E2,-1.568464160E0,-1.339160681E0,-6.574082375E0
2.447129127E2,-1.541450381E0,-1.281642437E0,-7.060964584E0
2.447179415E2,-1.548403859E0,-1.229402542E0,-7.465791702E0
2.447229702E2,-1.605577469E0,-1.131814003E0,-7.788949966E0
2.447280518E2,-1.659369349E0,-1.024337769E0,-7.935253143E0
2.447330805E2,-1.726734519E0,-8.399679661E-1,-7.938387394E0
2.447381093E2,-1.817281961E0,-7.152857780E-1,-7.841518402E0
2.447431380E2,-1.861554146E0,-5.431113243E-1,-7.529661655E0
2.447481668E2,-1.814579487E0,-4.078171253E-1,-7.093620777E0
2.447531955E2,-1.741382241E0,-3.267583847E-1,-6.614500999E0
2.447581831E2,-1.666488051E0,-2.816474438E-1,-6.082229137E0
2.447632118E2,-1.627627254E0,-2.800843716E-1,-5.542193413E0
2.447682405E2,-1.521829963E0,-2.823808193E-1,-4.879076958E0
2.447732693E2,-1.382818699E0,-2.488057613E-1,-4.185875893E0
2.447782980E2,-1.263626814E0,-1.731779575E-1,-3.526731491E0
2.447833267E2,-1.262628317E0,-8.543753624E-2,-2.989562511E0
2.447883314E2,-1.277358651E0,-1.717877388E-2,-2.545208931E0
2.447933601E2,-1.326835752E0,1.057870388E-1,-2.200756550E0
2.447983889E2,-1.382902861E0,3.501751423E-1,-1.805173397E0
2.448034176E2,-1.405271769E0,5.648777485E-1,-1.344023705E0
2.448084463E2,-1.349185348E0,8.504691124E-1,-1.003943443E0
2.448134751E2,-1.255645633E0,1.235506296E0,-6.675052643E-1
2.448185218E2,-1.118087769E0,1.607523680E0,-3.681850433E-1
2.448235506E2,-1.080914617E0,1.971584558E0,-2.064409256E-1
2.448285793E2,-1.058119655E0,2.330453634E0,-1.080780029E-1
2.448336080E2,-1.102642655E0,2.727877617E0,-1.306972504E-1
2.448386368E2,-1.187966108E0,3.107758522E0,-2.819347382E-1
2.448436655E2,-1.223193169E0,3.412263870E0,-2.657861710E-1
2.448487336E2,-1.212905288E0,3.719931602E0,-2.603492737E-1
2.448537623E2,-1.319708347E0,4.008945465E0,-2.473917007E-1
2.448587910E2,-1.463533044E0,4.087442398E0,1.286497116E-1
2.448638198E2,-1.476661444E0,4.040081024E0,8.168039322E-1
2.448688485E2,-1.335278511E0,3.952602148E0,1.637514114E0
2.448738772E2,-1.050360680E0,3.866865158E0,2.612603188E0
2.448788686E2,-8.340415359E-1,3.788015604E0,3.814455032E0
2.448838974E2,-8.313108683E-1,3.714050055E0,5.159824371E0
2.448889261E2,-9.635487199E-1,3.691981554E0,6.597269058E0
2.448939548E2,-1.143047452E0,3.673096180E0,7.912680626E0
2.448989836E2,-1.239163160E0,3.913115740E0,8.851272583E0
2.449040123E2,-1.139874697E0,4.084914207E0,9.670007706E0
2.449090328E2,-1.025749564E0,4.127726555E0,1.027851582E1
2.449140615E2,-9.916298389E-1,4.101031303E0,1.037347126E1
2.449190903E2,-8.893817067E-1,3.914967775E0,1.002931309E1
2.449241190E2,-7.164248824E-1,3.727141619E0,9.427674294E0
2.449291477E2,-5.992032886E-1,3.573364019E0,8.747414589E0
2.449341765E2,-6.661604047E-1,3.570467710E0,8.073945045E0
2.449391977E2,-6.035123467E-1,3.588145971E0,7.480857849E0
2.449442264E2,-3.180397153E-1,3.266463518E0,7.139780045E0
2.449492551E2,1.246764660E-1,2.570812941E0,6.954415321E0
2.449542839E2,7.925367355E-1,1.602957964E0,6.749681473E0
2.449593126E2,1.677630186E0,4.408290386E-1,6.537193298E0
2.449643413E2,2.670483828E0,-8.883624077E-1,6.335766792E0
2.449693983E2,3.526064157E0,-2.209659338E0,6.166764259E0
2.449744271E2,4.198772907E0,-3.399445534E0,6.102058411E0
2.449794558E2,4.601883888E0,-4.179179192E0,6.168184280E0
2.449844845E2,4.552307129E0,-4.519576073E0,6.322352409E0
2.449895132E2,3.974230766E0,-4.530474186E0,6.500472069E0
2.449945420E2,3.152120113E0,-4.374268532E0,6.487930298E0
2.449995503E2,2.286231041E0,-4.145494938E0,6.251961708E0
2.450045790E2,1.375767350E0,-3.820996284E0,5.606586456E0
2.450096077E2,4.756250381E-1,-3.474605083E0,4.757924080E0
2.450146365E2,-3.017771840E-1,-3.151103735E0,3.796885490E0
2.450196652E2,-1.004558921E0,-2.840410233E0,2.706703186E0
2.450246939E2,-1.503574610E0,-2.467517853E0,1.575747490E0
2.450297408E2,-1.961162090E0,-2.148883581E0,3.988962173E-1
2.450347696E2,-2.410227776E0,-1.856605768E0,-7.072391510E-1
2.450397983E2,-2.809345484E0,-1.649361134E0,-1.829414368E0
2.450448270E2,-3.128966570E0,-1.475722790E0,-2.760020733E0
2.450498557E2,-3.452530861E0,-1.365630150E0,-3.507008076E0
2.450548845E2,-3.664955616E0,-1.222497940E0,-3.874810219E0
2.450598896E2,-3.809720039E0,-1.111009121E0,-4.067236423E0
2.450649183E2,-3.803221703E0,-1.022237301E0,-4.151214123E0
2.450699470E2,-3.627036572E0,-9.542093277E-1,-4.085963726E0
2.450749757E2,-3.344195127E0,-9.362099171E-1,-3.962268353E0
2.450800045E2,-2.993808270E0,-9.496490955E-1,-3.873176098E0
2.450850332E2,-2.590460300E0,-9.828109741E-1,-3.823287010E0
2.450900676E2,-2.156226397E0,-1.054759264E0,-3.676154613E0
2.450950963E2,-1.792409420E0,-1.110400677E0,-3.510784149E0
2.451001251E2,-1.561587930E0,-1.037314177E0,-3.375000477E0
2.451051538E2,-1.432776451E0,-8.548390865E-1,-3.287863255E0
2.451101825E2,-1.345855713E0,-5.801777840E-1,-3.301828384E0
2.451152112E2,-1.300842404E0,-3.234229088E-1,-3.232568741E0
2.451202415E2,-1.247528076E0,-1.635465622E-1,-3.108867645E0
2.451252703E2,-1.142902374E0,6.431937218E-2,-2.889974594E0
2.451302990E2,-1.069030523E0,2.067761421E-1,-2.683531761E0
2.451353277E2,-9.211484194E-1,2.541997433E-1,-2.491801262E0
2.451403565E2,-7.692022920E-1,2.304546833E-1,-2.202201843E0
2.451453852E2,-5.492597818E-1,6.104731560E-2,-1.898364544E0
2.451504093E2,-1.711528301E-1,-2.618205547E-1,-1.756965160E0
2.451554381E2,2.545296550E-1,-5.300109386E-1,-1.885344028E0
2.451604668E2,7.856813669E-1,-7.263021469E-1,-2.072868347E0
2.451654955E2,1.367416382E0,-9.172158241E-1,-2.317291737E0
2.451705243E2,1.914576530E0,-1.102831364E0,-2.597046375E0
2.451755530E2,2.361655235E0,-1.230051041E0,-2.776010990E0
2.451805784E2,2.664057732E0,-1.433007717E0,-2.737104416E0
2.451856071E2,2.819792747E0,-1.739052534E0,-2.609370232E0
2.451906359E2,2.812157154E0,-1.924025536E0,-2.627037048E0
2.451956646E2,2.677738667E0,-1.954980016E0,-2.756338120E0
2.452006933E2,2.414690971E0,-1.836831212E0,-2.887155056E0
2.452057220E2,2.116353989E0,-1.744452477E0,-2.964446068E0
2.452107584E2,1.873268127E0,-1.646623850E0,-3.160531521E0
2.452157872E2,1.639995813E0,-1.450057030E0,-3.427426338E0
2.452208159E2,1.388154030E0,-1.229026556E0,-3.745956421E0
2.452258446E2,1.032098770E0,-1.023732424E0,-3.881847858E0
2.452308734E2,4.949229956E-1,-9.342315197E-1,-4.043575287E0
2.452359021E2,7.749402523E-2,-7.618007660E-1,-4.312347889E0
2.452409334E2,-1.080157757E-1,-5.298352242E-1,-4.582974911E0
2.452459621E2,-2.812596560E-1,-2.787249088E-1,-4.889184952E0
2.452509908E2,-5.566225052E-1,-1.254417896E-1,-5.147369385E0
2.452560196E2,-8.764929771E-1,6.218600273E-2,-5.207042694E0
2.452610483E2,-1.090196729E0,2.820584774E-1,-5.171445370E0
